id,name,year,expansion,minplayers,maxplayers,bestminnumplayers,bestmaxnumplayers,rminnumplayers,rmaxnumplayers,age,averageweight,minplaytime,maxplaytime,url
253344,Cthulhu: Death May Die,2019,0,1,5,3,3,1,4,14,2.39,90,120,253344/cthulhu-death-may-die
253381,Platoon Commander Deluxe: Kursk – Tracks in the Mud,2018,1,2,2,2,2,1,2,0,3.5,0,0,253381/platoon-commander-deluxe-kursk-tracks-mud
253382,Dominion of the Stars,2018,0,1,1,1,1,1,1,14,2.5,120,360,253382/dominion-stars
253398,Lost Cities: Rivals,2018,0,2,4,3,4,3,4,10,1.96,40,40,253398/lost-cities-rivals
253499,A War of Whispers,2019,0,2,4,4,4,2,4,14,2.58,30,60,253499/war-whispers
253506,Versailles 1919,2020,0,1,4,4,4,1,4,13,2.76,60,120,253506/versailles-1919
253526,"Crossing Fate: The Battle of Issus, November 333 BC",2018,0,1,2,2,2,1,2,10,2.0,90,120,253526/crossing-fate-battle-issus-november-333-bc
253561,The Lost Provinces,2018,0,2,2,2,2,1,2,0,3.25,90,90,253561/lost-provinces
253574,Crusader Kings,2019,0,1,5,5,5,3,5,14,3.37,180,180,253574/crusader-kings
253608,18Chesapeake,2020,0,2,6,4,5,3,6,13,3.85,180,180,253608/18chesapeake
253618,5-Minute Marvel,2018,0,2,5,3,3,2,5,8,1.15,5,5,253618/5-minute-marvel
253635,Ragusa,2019,0,1,5,4,4,2,4,12,2.77,40,80,253635/ragusa
253652,Combat!,2019,0,1,1,1,1,1,1,14,3.41,120,360,253652/combat
253664,Taco Cat Goat Cheese Pizza,2018,0,2,8,4,5,3,8,8,1.03,10,30,253664/taco-cat-goat-cheese-pizza
253684,Spring Meadow,2018,0,1,4,2,2,1,4,10,1.79,15,60,253684/spring-meadow
253696,Fitna: The Global War in the Middle East,2020,0,2,6,4,4,2,6,14,3.25,90,240,253696/fitna-global-war-middle-east
253719,Getaway Driver,2019,0,2,2,2,2,1,2,12,2.56,30,45,253719/getaway-driver
253808,Revelation War,2019,0,1,2,2,2,1,2,0,2.33,120,180,253808/revelation-war
253991,Bloody Mohawk: The French and Indian War,2018,0,1,2,2,2,1,2,12,2.29,30,60,253991/bloody-mohawk-french-and-indian-war
254018,Solenia,2018,0,1,4,3,3,1,4,10,2.18,30,45,254018/solenia
254088,Gravity Superstar,2018,0,2,6,4,4,2,6,7,1.25,15,30,254088/gravity-superstar
254127,Europa Universalis: The Price of Power,2022,0,1,6,4,4,1,1,14,4.21,90,300,254127/europa-universalis-price-power
254159,'Nam,2018,0,2,2,2,2,1,2,0,3.75,0,0,254159/nam
254192,Harry Potter: Hogwarts Battle – Defence Against the Dark Arts,2019,0,2,2,2,2,2,2,11,1.72,30,60,254192/harry-potter-hogwarts-battle-defence-against-dark
254226,Unlock!: Exotic Adventures,2018,0,1,6,2,3,1,4,10,2.31,60,90,254226/unlock-exotic-adventures
254239,Quatre Bras 1815: Last Eagles,2019,0,2,4,2,2,1,2,14,3.43,120,600,254239/quatre-bras-1815-last-eagles
254263,Avec Honneur et Panache: Volume 1 – Turenne,2018,0,1,2,2,2,1,2,12,3.17,0,0,254263/avec-honneur-et-panache-volume-1-turenne
254385,Qui ose gagne,2018,0,1,1,1,1,1,1,10,2.33,30,90,254385/qui-ose-gagne
254386,Raccoon Tycoon,2018,0,2,5,4,4,2,5,8,2.08,60,90,254386/raccoon-tycoon
254513,The Grimm Masquerade,2019,0,2,5,4,4,3,5,8,1.67,20,40,254513/grimm-masquerade
254541,Wake Island: A Heroic Defiance,2018,0,2,2,2,2,1,2,12,2.0,30,60,254541/wake-island-heroic-defiance
254588,Hearts and Minds: Vietnam 1965-1975 (Third Edition),2019,0,1,2,2,2,1,2,15,3.2,45,360,254588/hearts-and-minds-vietnam-1965-1975-third-edition
254591,Heroes of Terrinoth,2018,0,1,4,4,4,1,4,14,2.47,30,60,254591/heroes-terrinoth
254619,Porto,2019,0,1,4,3,4,1,4,8,1.88,30,45,254619/porto
254634,"Pacific Tide: The United States Versus Japan, 1941-45",2019,0,1,2,2,2,1,2,16,2.6,120,480,254634/pacific-tide-united-states-versus-japan-1941-45
254640,Just One,2018,0,3,7,6,7,4,7,8,1.05,20,20,254640/just-one
254682,Hatten in Flames: ASL Historical Module 9,2018,1,2,2,2,2,1,2,0,4.5,0,0,254682/hatten-flames-asl-historical-module-9
254708,Roll Player Adventures,2021,0,1,4,2,2,1,3,14,2.32,90,150,254708/roll-player-adventures
254713,The Artemis Project,2019,0,1,5,3,3,1,4,13,2.81,60,75,254713/artemis-project
254888,High Rise,2020,0,1,4,3,3,1,4,14,2.92,100,150,254888/high-rise
254894,Catalyst,2018,0,2,4,2,4,2,4,10,2.0,20,40,254894/catalyst
254936,Frontier Wars,2019,0,2,4,3,4,1,4,12,2.63,30,120,254936/frontier-wars
254994,Extraordinary Adventures: Pirates,2019,0,2,6,4,4,3,5,8,2.29,45,60,254994/extraordinary-adventures-pirates
255195,"Naval Warfare, 1862-1918 Panzer Digest Naval War Special A Battlegame Book",2018,0,1,2,0,0,0,0,12,0.0,15,1000,255195/naval-warfare-1862-1918-panzer-digest-naval-war-sp
255197,Combat Leader: Core Rules,2018,0,2,2,2,2,1,2,12,3.0,30,240,255197/combat-leader-core-rules
255235,WW2 Deluxe: The War in Europe,2018,0,2,2,2,2,1,2,12,2.43,120,360,255235/ww2-deluxe-war-europe
255262,Agricola: All Creatures Big and Small – The Big Box,2018,0,2,2,2,2,2,2,13,2.31,30,30,255262/agricola-all-creatures-big-and-small-big-box
255341,"Hawaii, 1795: Kamehameha's War of Unification",2019,0,2,2,2,2,1,2,0,2.67,60,90,255341/hawaii-1795-kamehamehas-war-unification
255381,Forgotten Legions: Designer Signature Edition,2018,0,1,4,2,2,1,4,12,3.25,180,420,255381/forgotten-legions-designer-signature-edition
255393,"Stalingrad '42: Southern Russia, June-December, 1942",2019,0,1,4,2,2,1,4,12,3.55,120,480,255393/stalingrad-42-southern-russia-june-december-1942
255456,Beneath the Med: Regia Marina at Sea 1940-1943,2020,0,1,1,1,1,1,1,12,2.47,120,180,255456/beneath-med-regia-marina-sea-1940-1943
255507,Orbis,2018,0,2,4,3,3,2,4,10,2.11,45,45,255507/orbis
255516,Brave Little Belgium,2019,0,1,2,2,2,1,2,0,2.0,30,60,255516/brave-little-belgium
255536,Armata Romana: A Panzer Grenadier Scenario Book,2018,1,1,2,2,2,1,2,12,3.33,30,240,255536/armata-romana-panzer-grenadier-scenario-book
255570,Brotherhood & Unity,2020,0,2,3,3,3,2,3,14,2.91,120,240,255570/brotherhood-unity
255588,Inis: Seasons of Inis,2019,1,2,5,3,5,2,5,14,2.94,90,90,255588/inis-seasons-inis
255615,GoodCritters,2018,0,4,8,6,7,4,8,12,1.46,30,45,255615/goodcritters
255642,RogersRangers: America's First Commandos,2018,0,1,1,1,1,1,1,0,2.38,60,90,255642/rogers-rangers-americas-first-commandos
255664,The Binding of Isaac: Four Souls,2018,0,2,4,3,4,2,4,13,2.31,30,60,255664/binding-isaac-four-souls
255674,Imhotep: The Duel,2018,0,2,2,2,2,2,2,10,1.9,30,30,255674/imhotep-duel
255681,Terraforming Mars: Colonies,2018,1,1,5,3,3,1,5,12,3.08,120,120,255681/terraforming-mars-colonies
255690,Pub Battles: Waterloo,2018,0,1,3,2,3,2,3,12,0.0,90,120,255690/pub-battles-waterloo
255692,New Frontiers,2018,0,2,5,4,4,2,5,14,2.89,45,75,255692/new-frontiers
255723,Pub Battles: Monmouth,2018,0,2,2,0,0,0,0,12,2.0,45,60,255723/pub-battles-monmouth
255823,Mansions of Madness: Second Edition – Horrific Journeys: Expansion,2018,1,1,5,0,0,1,5,14,2.78,120,180,255823/mansions-madness-second-edition-horrific-journeys
255902,Napoleon 1807,2020,0,2,2,2,2,1,2,10,2.8,60,120,255902/napoleon-1807
255907,Trogdor!! The Board Game,2019,0,1,6,0,0,1,4,14,1.86,30,60,255907/trogdor-board-game
255924,Snowdonia: Deluxe Master Set,2019,0,1,5,2,2,1,5,10,3.03,30,90,255924/snowdonia-deluxe-master-set
255984,Sleeping Gods,2021,0,1,4,2,2,1,3,13,3.17,60,1200,255984/sleeping-gods
256021,Until the Bitter End,2018,0,1,2,2,2,1,2,12,2.0,30,90,256021/until-bitter-end
256065,Carcassonne: Safari,2018,0,2,5,4,4,2,5,7,1.86,35,35,256065/carcassonne-safari
256066,"Warhammer 40,000: Kill Team",2018,0,2,4,2,2,2,2,12,3.37,30,60,256066/warhammer-40000-kill-team
256067,Cupcake Empire,2018,0,2,4,0,0,2,4,10,2.81,45,60,256067/cupcake-empire
256226,Azul: Stained Glass of Sintra,2018,0,2,4,3,3,2,4,8,2.01,30,45,256226/azul-stained-glass-sintra
256237,Dixit: Anniversary,2018,1,3,6,6,6,4,6,8,1.17,60,60,256237/dixit-anniversary
256306,Storm in the East: Operation Barbarossa,2018,0,2,2,2,2,1,2,12,2.2,120,180,256306/storm-east-operation-barbarossa
256320,Fertility,2018,0,2,4,3,4,2,4,10,1.97,25,45,256320/fertility
256382,Disney Villainous,2018,0,2,6,3,3,2,4,10,2.44,50,50,256382/disney-villainous
256422,Warhammer Age of Sigmar (Second Edition) Core Rules,2018,0,2,2,2,2,2,2,12,3.25,90,90,256422/warhammer-age-sigmar-second-edition-core-rules
256487,France 1944: The Allied Crusade in Europe – Designer Signature Edition,2020,0,1,2,2,2,1,2,12,3.0,120,240,256487/france-1944-allied-crusade-europe-designer-signatu
256489,Campaign of Nations,2018,0,2,2,2,2,1,2,0,2.0,120,150,256489/campaign-nations
256568,Adventure Island,2018,0,2,5,0,0,2,5,10,2.17,45,90,256568/adventure-island
256570,Crown of Emara,2018,0,1,4,3,3,1,4,12,3.1,45,75,256570/crown-emara
256589,Rallyman: GT,2020,0,1,6,4,4,1,6,14,2.21,45,60,256589/rallyman-gt
256606,Spirits of the Wild,2018,0,2,2,2,2,2,2,10,1.28,15,30,256606/spirits-wild
256626,Deus lo Vult,2020,0,2,4,2,3,2,4,14,3.0,30,120,256626/deus-lo-vult
256669,Scorpius Freighter,2018,0,2,4,3,3,2,4,14,2.42,45,75,256669/scorpius-freighter
256729,Wacky Races: The Board Game,2019,0,2,6,4,4,1,6,14,1.24,20,20,256729/wacky-races-board-game
256730,Pipeline,2019,0,2,4,3,3,2,4,12,3.9,60,120,256730/pipeline
256777,Battle of Ebro 1938: Spanish Civil War,2018,0,2,4,1,2,1,4,12,3.67,120,240,256777/battle-ebro-1938-spanish-civil-war
256788,Detective Club,2018,0,4,8,6,7,4,8,8,1.27,45,45,256788/detective-club
256804,Exploding Kittens: Party Pack,2017,0,2,10,5,6,3,10,7,1.0,15,15,256804/exploding-kittens-party-pack
256852,Aliens: Another Glorious Day in the Corps,2020,0,1,6,3,3,1,6,14,2.83,60,120,256852/aliens-another-glorious-day-corps
256877,Hail Hydra,2018,0,5,8,6,6,5,8,14,1.87,40,75,256877/hail-hydra
256883,Comanauts,2019,0,2,4,2,2,1,4,14,2.57,90,120,256883/comanauts
256916,Concordia Venus,2018,0,2,6,4,4,2,6,12,3.06,60,120,256916/concordia-venus
256918,Cerberus,2018,0,3,7,5,5,4,7,10,1.77,30,45,256918/cerberus
256939,Zeppelin Raider: Imperial German Naval Airships,2019,0,1,1,1,1,1,1,12,2.69,90,300,256939/zeppelin-raider-imperial-german-naval-airships
256952,Zombie Kidz Evolution,2018,0,2,4,3,4,2,4,7,1.39,5,15,256952/zombie-kidz-evolution
256960,Pax Pamir: Second Edition,2019,0,1,5,4,4,1,5,13,3.82,45,120,256960/pax-pamir-second-edition
256999,Project: ELITE,2020,0,1,6,4,5,2,6,14,2.39,60,60,256999/project-elite
257045,Murder on the Cosmic Express,2019,0,4,6,4,4,3,6,8,1.0,5,10,257045/murder-cosmic-express
257047,Altiplano: The Traveler,2018,1,2,5,3,3,2,4,12,3.07,60,120,257047/altiplano-traveler
257058,Valparaíso,2018,0,2,5,4,5,2,5,12,2.82,45,90,257058/valparaiso
257066,Sierra West,2019,0,1,4,2,2,1,3,14,3.12,40,60,257066/sierra-west
257067,Magnastorm,2018,0,2,4,4,4,2,4,12,3.07,70,100,257067/magnastorm
257087,Horse & Matchlock: Prelude to an Era,2019,1,1,2,2,2,1,2,12,3.5,30,60,257087/horse-matchlock-prelude-era
257109,As Long as the Grass Grows: The Conquest of the American West 1845-1881,2018,0,2,4,4,4,4,4,14,0.0,180,540,257109/long-grass-grows-conquest-american-west-1845-1881
257182,Last Full Measure: The Battle of Hanover,2018,0,2,2,0,0,0,0,0,0.0,0,0,257182/last-full-measure-battle-hanover
257205,Hasp,2018,0,2,4,0,0,0,0,10,0.0,20,30,257205/hasp
257273,Ghosts of the Moor,2018,0,2,5,2,3,2,4,8,1.0,20,30,257273/ghosts-moor
257283,Tiny Epic Mechs,2019,0,1,4,3,4,1,4,14,2.42,30,60,257283/tiny-epic-mechs
257305,SHASN,2021,0,3,5,4,4,2,5,12,2.86,90,120,257305/shasn
257321,Gen7: A Crossroads Game,2018,0,3,4,4,4,3,4,14,2.42,60,90,257321/gen7-crossroads-game
257372,The Bears and the Bees,2018,0,2,5,4,4,3,5,8,1.43,30,30,257372/bears-and-bees
257380,Counterfeiters,2018,0,2,4,4,4,2,4,13,2.06,35,35,257380/counterfeiters
257422,The Binding of Isaac Four Souls: Kickstarter Expansion Pack,2018,1,2,4,4,4,3,4,0,2.33,0,0,257422/binding-isaac-four-souls-kickstarter-expansion-pac
257496,A Game of Thrones: The Board Game (Second Edition) – Mother of Dragons,2018,1,3,8,6,6,4,8,14,3.94,120,240,257496/game-thrones-board-game-second-edition-mother-drag
257499,Arkham Horror (Third Edition),2018,0,1,6,3,3,1,4,14,3.32,120,180,257499/arkham-horror-third-edition
257501,KeyForge: Call of the Archons,2018,0,2,2,2,2,2,2,14,2.47,15,45,257501/keyforge-call-archons
257518,Claustrophobia 1643,2019,0,2,2,2,2,2,2,14,2.6,45,90,257518/claustrophobia-1643
257527,Trapwords,2018,0,4,8,6,6,4,8,8,1.41,30,45,257527/trapwords
257582,Periodic: A Game of The Elements,2019,0,2,5,3,4,2,5,10,1.94,40,40,257582/periodic-game-elements
257599,Invasions: Volume 1 – 350-650 AD,2020,0,2,4,2,4,1,4,13,4.27,240,1200,257599/invasions-volume-1-350-650-ad
257606,KeyForge: Call of the Archons – Archon Deck,2018,1,2,2,2,2,2,2,14,2.3,15,45,257606/keyforge-call-archons-archon-deck
257614,Tussie Mussie,2019,0,2,4,2,2,1,4,8,1.11,20,30,257614/tussie-mussie
257636,The Quest for El Dorado: Promo Pack,2018,1,2,4,4,4,2,4,10,2.0,30,60,257636/quest-el-dorado-promo-pack
257644,"Battle of Quebec, 1759",2018,0,2,2,2,2,1,2,12,2.8,30,60,257644/battle-quebec-1759
257668,1906 San Francisco,2018,0,2,4,4,4,2,4,12,2.32,45,60,257668/1906-san-francisco
257674,Vampire: The Masquerade – Heritage,2020,0,2,4,4,4,3,4,14,3.05,45,90,257674/vampire-masquerade-heritage
257726,Brikks,2018,0,1,4,2,2,1,4,8,1.61,20,30,257726/brikks
257732,Pax Transhumanity,2019,0,1,4,3,3,1,4,12,4.33,60,150,257732/pax-transhumanity
257759,The River,2018,0,2,4,4,4,2,4,8,2.02,30,45,257759/river
257769,Walking in Burano,2018,0,1,4,3,3,1,4,10,2.04,20,40,257769/walking-burano
257962,Karate Tomate,2018,0,3,10,6,6,4,10,8,1.25,20,20,257962/karate-tomate
257989,Rally 'Round the Flag: Battles of Perryville and Stones River,2021,0,1,2,2,2,1,2,0,3.25,60,240,257989/rally-round-flag-battles-perryville-and-stones-riv
258036,Between Two Castles of Mad King Ludwig,2018,0,2,7,6,6,3,7,10,2.2,45,60,258036/between-two-castles-mad-king-ludwig
258074,Volfyirion,2019,0,1,2,2,2,1,2,14,2.28,15,30,258074/volfyirion
258104,Tribes: Dawn of Humanity,2018,0,2,4,3,4,2,4,10,2.06,45,45,258104/tribes-dawn-humanity
258115,The Dragon and The Cross,2018,0,1,2,2,2,1,2,0,3.5,0,0,258115/dragon-and-cross
258131,1759 Siege of Quebec,2018,0,1,2,1,2,1,2,12,1.8,30,90,258131/1759-siege-quebec
258148,Power Rangers: Heroes of the Grid,2019,0,2,5,5,5,2,5,14,2.73,45,60,258148/power-rangers-heroes-grid
258184,The Battle for Ramadi,2018,0,1,1,1,1,1,1,12,2.4,60,120,258184/battle-ramadi
258207,Milito,2019,0,2,2,2,2,2,2,14,2.25,30,45,258207/milito
258209,Indian Ocean Region: South China Sea – Vol. II,2021,0,1,3,2,2,2,2,11,3.0,120,240,258209/indian-ocean-region-south-china-sea-vol-ii
258210,Blitzkrieg!: World War Two in 20 Minutes,2019,0,1,2,2,2,1,2,14,1.86,20,45,258210/blitzkrieg-world-war-two-20-minutes
258244,Discover: Lands Unknown,2018,0,1,4,0,0,1,4,12,2.34,60,120,258244/discover-lands-unknown
258309,First Contact,2018,0,2,7,4,6,4,7,12,2.13,15,40,258309/first-contact
258347,Global War 1936-1945 (Third Edition),2019,0,2,9,2,2,1,9,12,4.0,480,960,258347/global-war-1936-1945-third-edition
258389,Futuropia,2018,0,1,4,3,3,1,4,12,2.63,90,90,258389/futuropia
258444,Gingerbread House,2018,0,2,4,3,3,2,4,8,1.8,30,30,258444/gingerbread-house
258627,Stalin's World War III,2019,0,2,4,2,2,1,4,0,2.5,180,300,258627/stalins-world-war-iii
258693,Radetzky: Milano 1848,2018,0,1,5,3,4,1,5,8,2.38,30,90,258693/radetzky-milano-1848
259061,Skytear,2020,0,2,4,2,2,2,2,13,3.24,45,45,259061/skytear
259066,Commands & Colors: Samurai Battles,2021,0,2,2,2,2,1,2,14,2.78,60,60,259066/commands-colors-samurai-battles
259081,Machi Koro Legacy,2019,0,2,4,3,4,2,4,10,1.94,30,45,259081/machi-koro-legacy
259121,Less Than 60 Miles,2019,0,1,4,2,2,1,4,16,3.64,180,600,259121/less-60-miles
259298,The Ancient World (Second Edition),2019,0,2,4,0,0,2,4,13,2.82,90,90,259298/ancient-world-second-edition
259345,Snail Sprint!,2018,0,2,4,4,4,2,4,5,1.4,15,15,259345/snail-sprint
259374,Belratti,2018,0,3,7,4,6,3,7,9,1.06,20,45,259374/belratti
259394,Storm Above the Reich,2021,0,1,2,1,1,1,2,12,3.17,30,60,259394/storm-above-reich
259424,Fierce Fight! Typhoon Blitzkrieg,2018,0,1,2,2,2,1,2,0,3.0,480,480,259424/fierce-fight-typhoon-blitzkrieg
259509,Gulf Strike: 2nd Edition Scenario Update,1988,1,2,2,2,2,1,2,12,5.0,360,360,259509/gulf-strike-2nd-edition-scenario-update
259809,Sonar Family,2018,0,2,4,4,4,2,2,8,1.67,30,45,259809/sonar-family
259830,Hedgehog Roll,2019,0,1,4,3,4,2,4,4,1.0,20,25,259830/hedgehog-roll
259996,Everdell: Pearlbrook,2019,1,1,4,3,3,1,4,13,2.78,40,80,259996/everdell-pearlbrook
260114,Commands & Colors Tricorne: The American Revolution – The French & More!,2018,1,2,2,2,2,1,2,12,2.67,60,90,260114/commands-colors-tricorne-american-revolution-frenc
260137,Siege of Izmail,2018,0,2,2,2,2,1,2,12,3.0,90,180,260137/siege-izmail
260147,Europe Divided,2020,0,2,2,2,2,2,2,12,2.78,60,75,260147/europe-divided
260170,Shake Up,2019,0,1,2,2,2,1,2,10,2.0,15,25,260170/shake
260180,Project L,2020,0,1,4,2,3,1,4,8,1.49,20,40,260180/project-l
260201,Manitoba,2018,0,2,4,4,4,2,4,12,2.53,60,75,260201/manitoba
260300,Dungeon Mayhem,2018,0,2,4,4,4,2,4,8,1.11,10,10,260300/dungeon-mayhem
260332,Hokkaido,2018,0,2,5,3,4,2,5,8,2.12,30,40,260332/hokkaido
260407,Soviet Kitchen Unleashed,2018,0,1,6,4,4,1,6,12,1.35,25,25,260407/soviet-kitchen-unleashed
260428,Pandemic: Fall of Rome,2018,0,1,5,3,3,1,5,8,2.44,45,60,260428/pandemic-fall-rome
260458,"Last Full Measure: The Battles of Aldie, Middleburg, and Upperville",2018,0,1,2,0,0,0,0,0,0.0,60,300,260458/last-full-measure-battles-aldie-middleburg-and-upp
260465,"Across The Narva: The Soviet Assault on Estonia, February 1944",2018,0,2,2,1,2,1,2,11,2.67,480,600,260465/across-narva-soviet-assault-estonia-february-1944
260560,"Battle for Russia: Operation Barbarossa, June – December 1941",2017,0,1,2,2,2,1,2,0,2.25,0,0,260560/battle-russia-operation-barbarossa-june-december-1
260605,Camel Up (Second Edition),2018,0,3,8,5,6,3,8,8,1.47,30,45,260605/camel-second-edition
260678,Stone Age: Anniversary,2018,0,2,4,4,4,2,4,10,2.35,60,90,260678/stone-age-anniversary
260710,Amul,2019,0,3,8,5,7,3,8,10,2.11,30,45,260710/amul
260732,Last Full Measure: The Battles of Cross Keys and Port Republic,2018,0,1,2,0,0,0,0,0,0.0,180,480,260732/last-full-measure-battles-cross-keys-and-port-repu
260757,Lift Off,2018,0,2,4,3,3,2,4,12,2.81,60,120,260757/lift
260831,The Mannerheim Line Campaign 1939-1940,2019,0,2,2,2,2,1,2,0,2.5,0,0,260831/mannerheim-line-campaign-1939-1940
260927,Mississippi Queen,2019,0,2,6,4,5,3,6,10,1.92,45,45,260927/mississippi-queen
260928,The Late Unpleasantness: Two Campaigns to take Richmond,2019,0,2,2,2,2,1,2,13,2.13,120,240,260928/late-unpleasantness-two-campaigns-take-richmond
260931,Go Go Eskimo,2018,0,2,6,0,0,0,0,7,1.0,40,40,260931/go-go-eskimo
260955,Dog Sector,2018,0,1,1,1,1,1,1,13,1.71,90,90,260955/dog-sector
260979,Battles for Prydain: Heroic Combat in Dark Age Britain 450-650 AD,2018,0,2,2,2,2,1,2,12,2.67,120,240,260979/battles-prydain-heroic-combat-dark-age-britain-450
261048,Czech Legion: Escape from the Soviet Union,2019,0,1,2,2,2,1,2,0,3.5,0,0,261048/czech-legion-escape-soviet-union
261114,Men at Work,2019,0,2,5,3,4,2,5,8,1.1,30,45,261114/men-work
261160,The Fulda Gap: The Battle for the Center,2020,0,1,4,2,2,1,4,0,3.75,120,3000,261160/fulda-gap-battle-center
261161,The Little Land: The Battle of Novorossiysk,2019,0,1,2,2,2,1,2,0,3.5,60,2100,261161/little-land-battle-novorossiysk
261246,Tiny Ninjas Heroes,2021,0,1,2,2,2,1,2,10,1.6,30,30,261246/tiny-ninjas-heroes
261311,"40th Panzer Korps: Russia, October 1941",2018,0,1,2,2,2,1,2,12,3.33,180,180,261311/40th-panzer-korps-russia-october-1941
261393,Dungeon Universalis,2019,0,1,6,4,4,1,5,12,4.21,60,180,261393/dungeon-universalis
261403,Inhuman Conditions,2020,0,2,2,2,2,2,2,12,1.85,5,5,261403/inhuman-conditions
261451,Egemonia,2018,0,2,2,2,2,1,2,10,2.75,60,120,261451/egemonia
261465,Last Full Measure: The Battle of Brandy Station,2018,0,1,3,0,0,0,0,0,0.0,180,180,261465/last-full-measure-battle-brandy-station
261526,Food Chain Magnate: The Ketchup Mechanism & Other Ideas,2019,1,2,6,3,3,2,5,14,4.48,120,240,261526/food-chain-magnate-ketchup-mechanism-other-ideas
261529,The Boldest,2018,0,2,5,2,2,2,4,10,2.14,30,90,261529/boldest
261624,Warfighter Shadow War: The Modern Night Combat Card Game,2019,0,1,6,1,1,1,3,14,3.86,30,90,261624/warfighter-shadow-war-modern-night-combat-card-gam
261898,War For Chicken Island,2020,0,1,4,3,3,2,4,10,2.36,30,240,261898/war-chicken-island
261901,Tokyo Highway (4 player),2018,0,2,4,0,0,2,4,8,1.42,30,50,261901/tokyo-highway-4-player
262208,Dungeon Drop,2020,0,1,4,2,4,1,4,8,1.44,10,20,262208/dungeon-drop
262211,Cloudspire,2019,0,1,4,1,2,1,4,13,4.29,90,180,262211/cloudspire
262215,Blackout: Hong Kong,2018,0,1,4,3,3,1,4,14,3.48,75,150,262215/blackout-hong-kong
262290,The Hunger Games: Mockingjay – The Board Game,2019,0,2,4,2,4,1,4,14,2.2,60,120,262290/hunger-games-mockingjay-board-game
262445,World At War 85 Core Rules v2.0,2019,0,1,2,0,0,0,0,12,4.0,60,240,262445/world-war-85-core-rules-v20
262477,Mercado de Lisboa,2021,0,1,4,3,3,2,4,8,2.08,30,45,262477/mercado-de-lisboa
262533,Corbach 1760,2018,0,1,2,2,2,1,2,0,3.67,0,0,262533/corbach-1760
262534,Oak & Iron: Core Box,2019,0,2,6,2,2,2,3,12,2.67,45,45,262534/oak-iron-core-box
262540,Freshwater Fly,2019,0,1,4,1,3,1,4,14,2.38,40,90,262540/freshwater-fly
262543,Wavelength,2019,0,2,12,6,6,4,12,14,1.12,30,45,262543/wavelength
262547,Don't Get Got!,2018,0,2,10,7,7,4,10,14,1.05,30,1440,262547/dont-get-got
262712,Res Arcana,2019,0,2,4,2,2,2,4,12,2.61,30,60,262712/res-arcana
262722,Spirit Island: Jagged Earth,2020,1,1,6,2,3,1,5,13,4.52,90,120,262722/spirit-island-jagged-earth
262730,"Bonaparte in Italy: The Defense of Mantua & the Quadrilateral, July 29, 1796 - January 30, 1797",2000,0,2,2,2,2,1,2,0,4.0,0,0,262730/bonaparte-italy-defense-mantua-quadrilateral-july
262733,Reichbusters: Projekt Vril,2020,0,1,4,4,4,1,4,14,3.04,45,90,262733/reichbusters-projekt-vril
262804,Pub Battles: Gettysburg – Shall I Advance?,2018,0,1,6,0,0,0,0,12,2.0,60,180,262804/pub-battles-gettysburg-shall-i-advance
262818,The CousinsWar (Second Edition),2018,0,2,2,2,2,2,2,12,2.14,30,30,262818/cousins-war-second-edition
262941,Dominant Species: Marine,2021,0,2,4,4,4,2,4,14,3.86,90,150,262941/dominant-species-marine
263089,Zoocracy,2019,0,2,6,4,6,2,6,12,3.0,60,120,263089/zoocracy
263155,One Key,2019,0,2,6,3,4,2,6,8,1.21,20,20,263155/one-key
263223,Next War: Vietnam,2020,0,1,2,2,2,1,2,14,4.0,120,1200,263223/next-war-vietnam
263301,Imperium Romanum,2019,0,1,6,1,2,1,6,12,4.0,60,6000,263301/imperium-romanum
263918,Cartographers,2019,0,1,100,3,4,1,9,10,1.89,30,45,263918/cartographers
264005,Detective: L.A. Crimes,2019,1,1,5,2,3,1,5,16,3.21,120,180,264005/detective-l-crimes
264052,Circadians: First Light,2019,0,1,4,2,2,1,4,12,3.46,60,90,264052/circadians-first-light
264055,Draftosaurus,2019,0,2,5,4,4,2,5,8,1.26,15,15,264055/draftosaurus
264089,Rebels and Patriots: Wargaming Rules for North America,2019,0,2,2,2,2,1,2,0,2.17,0,0,264089/rebels-and-patriots-wargaming-rules-north-america
264196,Dungeons & Dragons: Waterdeep – Dungeon of the Mad Mage Board Game,2019,0,1,5,1,4,1,5,14,2.42,60,60,264196/dungeons-dragons-waterdeep-dungeon-mad-mage-board
264198,Warhammer Quest: Blackstone Fortress,2018,0,1,5,4,4,1,4,12,2.87,120,180,264198/warhammer-quest-blackstone-fortress
264220,Tainted Grail: The Fall of Avalon,2019,0,1,4,1,2,1,3,14,3.29,60,120,264220/tainted-grail-fall-avalon
264239,Patchwork Doodle,2019,0,1,6,0,0,1,6,8,1.19,20,20,264239/patchwork-doodle
264241,Mandala,2019,0,2,2,2,2,2,2,10,1.77,20,20,264241/mandala
264295,Fabulantica,2018,0,2,5,4,4,2,5,6,1.75,25,25,264295/fabulantica
264476,Rangers of Shadow Deep,2018,0,1,4,1,2,1,4,12,2.21,60,120,264476/rangers-shadow-deep
264647,Age of Civilization,2019,0,1,4,3,3,1,4,10,2.23,30,60,264647/age-civilization
264669,Antietam 1862,2019,0,1,2,2,2,1,2,13,2.63,60,300,264669/antietam-1862
264982,Coloma,2019,0,1,6,4,5,1,6,13,2.94,60,90,264982/coloma
