id,name,year,expansion,minplayers,maxplayers,bestminnumplayers,bestmaxnumplayers,rminnumplayers,rmaxnumplayers,age,averageweight,minplaytime,maxplaytime,url
78,"WestFront: The War in Europe, 1943-45",1992,0,2,2,2,2,2,2,12,3.47,240,240,78/westfront-war-europe-1943-45
79,MedFront: War in North Africa 1940-43,1994,0,2,2,2,2,1,2,12,3.08,180,180,79/medfront-war-north-africa-1940-43
80,VolgaFront: East of EastFront 1942-43,1994,1,2,2,2,2,2,2,12,3.08,240,240,80/volgafront-east-eastfront-1942-43
81,"EuroFront: War in Europe, 1939-45",1995,1,2,6,0,0,0,0,12,3.69,600,600,81/eurofront-war-europe-1939-45
82,Bobby Lee: The Civil War in Virginia 1861-1865,1993,0,2,2,2,2,2,2,12,2.92,240,240,82/bobby-lee-civil-war-virginia-1861-1865
83,Sam Grant: The Civil War in the West 1862-1864,1997,0,2,2,0,0,2,2,12,2.89,180,180,83/sam-grant-civil-war-west-1862-1864
84,Rommel in the Desert,1982,0,2,2,2,2,2,2,12,3.42,150,150,84/rommel-desert
85,Quebec 1759,1972,0,2,2,2,2,2,2,12,2.15,60,60,85/quebec-1759
87,Victory: World War II,1998,0,2,4,2,2,2,4,12,2.6,120,120,87/victory-world-war-ii
88,Torres,1999,0,2,4,4,4,2,4,12,2.86,60,60,88/torres
89,Blue vs. Gray,1999,0,2,4,2,2,2,2,12,2.84,120,120,89/blue-vs-gray
90,Star Wars: Episode 1 – Clash of the Lightsabers,1999,0,2,2,2,2,2,2,8,1.43,20,20,90/star-wars-episode-1-clash-lightsabers
91,Paths of Glory,1999,0,2,2,2,2,2,2,14,3.84,480,480,91/paths-glory
93,El Grande,1995,0,2,5,5,5,3,5,12,3.05,60,120,93/el-grande
94,Union Pacific,1999,0,2,6,4,5,3,6,12,2.55,90,90,94/union-pacific
95,Igel Ärgern,1990,0,2,6,0,0,2,6,8,1.38,30,30,95/igel-argern
96,Broadsides & Boarding Parties,1982,0,2,2,2,2,2,2,10,1.83,60,60,96/broadsides-boarding-parties
97,Conquest of the Empire,1984,0,2,6,4,6,3,6,10,2.52,180,240,97/conquest-empire
98,Axis & Allies,1981,0,2,5,2,2,2,5,12,3.04,180,180,98/axis-allies
99,Fortress America,1986,0,2,4,2,2,2,4,12,2.64,180,180,99/fortress-america
101,Detroit-Cleveland Grand Prix,1996,0,2,6,6,6,2,6,8,1.71,60,60,101/detroit-cleveland-grand-prix
102,Klunker,1999,0,3,5,4,5,3,5,10,1.77,30,30,102/klunker
103,Titan,1980,0,2,6,4,4,2,6,12,3.46,30,240,103/titan
104,Extrablatt,1991,0,3,4,4,4,3,4,14,2.9,90,90,104/extrablatt
105,Colossal Arena,1997,0,2,5,3,3,2,5,8,2.02,40,60,105/colossal-arena
106,Mystery Rummy: Jack the Ripper,1998,0,2,4,2,2,2,4,10,1.75,45,45,106/mystery-rummy-jack-ripper
107,Peaceful Resistance,1995,0,2,3,2,2,2,2,0,0.0,30,30,107/peaceful-resistance
108,TAMSK,1998,0,2,2,2,2,2,2,8,2.29,20,20,108/tamsk
109,Wettstreit der Baumeister,1994,0,3,4,4,4,3,4,10,2.0,45,45,109/wettstreit-der-baumeister
110,Auf Achse,1987,0,2,6,4,4,2,5,8,1.96,60,60,110/auf-achse
111,Rheinländer,1999,0,3,5,4,5,3,5,12,2.44,45,45,111/rheinlander
112,Condottiere,1995,0,2,6,4,5,3,6,14,1.96,45,45,112/condottiere
115,I'm the Boss!,1994,0,3,6,6,6,4,6,12,1.97,60,60,115/im-boss
116,Guillotine,1998,0,2,5,4,4,2,5,12,1.27,30,30,116/guillotine
117,Ta Yü,1999,0,2,4,2,2,2,2,10,2.07,30,45,117/ta-yu
118,Modern Art,1992,0,3,5,4,5,3,5,10,2.3,45,45,118/modern-art
119,Kingdoms,1994,0,2,4,2,2,2,4,9,1.83,45,45,119/kingdoms
120,Hoity Toity,1990,0,2,6,5,6,4,6,12,1.87,45,45,120/hoity-toity
121,Dune,1979,0,2,6,6,6,4,6,12,3.45,60,180,121/dune
122,Quo Vadis?,1991,0,3,5,5,5,4,5,12,2.08,45,45,122/quo-vadis
124,Primordial Soup,1997,0,3,4,4,4,3,4,12,2.73,90,90,124/primordial-soup
125,Money!,1999,0,3,5,4,5,3,5,10,1.55,30,30,125/money
126,The Really Nasty Horse Racing Game,1989,0,2,6,6,6,4,6,12,1.68,90,90,126/really-nasty-horse-racing-game
127,Princess Ryan's Star Marines,1997,0,1,6,0,0,2,2,10,2.46,120,120,127/princess-ryans-star-marines
128,Take it Easy!,1983,0,1,8,2,8,1,8,10,1.48,20,20,128/take-it-easy
130,Iron Dragon,1994,0,2,6,3,3,2,4,12,2.94,240,240,130/iron-dragon
132,Caesar & Cleopatra,1997,0,2,2,2,2,2,2,10,1.91,60,60,132/caesar-cleopatra
133,Frischfleisch,1999,0,2,6,4,5,3,6,18,2.55,120,120,133/frischfleisch
134,Cape Horn,1999,0,3,5,4,4,3,5,12,2.02,45,45,134/cape-horn
135,Kontor,1999,0,2,4,2,2,2,2,12,2.21,60,60,135/kontor
137,Pass the Bomb,1994,0,2,10,6,8,3,10,12,1.31,20,20,137/pass-bomb
139,Hoax,1981,0,3,12,4,5,4,8,10,1.38,45,45,139/hoax
140,Pit,1903,0,3,8,6,8,4,8,7,1.16,30,90,140/pit
141,Andromeda,1999,0,3,5,0,0,3,5,10,2.23,60,60,141/andromeda
142,Vino,1999,0,3,5,4,4,2,5,12,2.98,90,90,142/vino
146,Buy Low Sell High,1996,0,2,4,3,3,2,4,12,1.99,60,60,146/buy-low-sell-high
147,Crude: The Oil Game,1974,0,2,4,4,4,3,4,13,2.74,90,90,147/crude-oil-game
150,PitchCar,1995,0,2,8,6,6,2,8,6,1.13,30,30,150/pitchcar
152,Mü & More,1995,0,2,8,5,5,4,6,11,2.5,60,60,152/mu-more
153,Take 5!,1998,0,2,6,5,5,3,6,10,1.47,60,60,153/take-5
154,Union vs. Central,1999,0,2,2,2,2,2,2,12,3.75,360,360,154/union-vs-central
155,Was sticht?,1993,0,3,4,4,4,3,4,12,2.4,60,60,155/was-sticht
156,Wildlife Adventure,1985,0,2,6,3,4,2,6,10,1.88,60,60,156/wildlife-adventure
157,Eurorails,1990,0,2,6,3,4,2,5,10,2.74,180,240,157/eurorails
158,Elfengold,1999,1,2,6,4,4,3,5,10,2.63,120,120,158/elfengold
162,The Awful Green Things From Outer Space,1979,0,2,2,2,2,2,2,12,1.88,60,90,162/awful-green-things-outer-space
163,Balderdash,1984,0,2,6,5,6,4,6,12,1.41,60,60,163/balderdash
164,"Before I Kill You, Mister Spy...",1996,0,2,6,4,5,3,6,12,1.27,30,30,164/i-kill-you-mister-spy
165,Black Box,1977,0,1,2,2,2,1,2,10,2.07,20,20,165/black-box
167,Dicke Kartoffeln,1989,0,2,6,4,5,2,6,12,3.43,120,120,167/dicke-kartoffeln
168,Empire Builder,1982,0,2,6,3,3,2,4,12,2.63,180,180,168/empire-builder
169,En Garde,1993,0,2,2,2,2,2,2,8,1.4,20,30,169/en-garde
170,Family Business,1982,0,2,6,5,6,4,6,8,1.32,30,30,170/family-business
171,Chess,1475,0,2,2,2,2,2,2,6,3.69,0,0,171/chess
172,For Sale,1997,0,3,6,5,5,3,6,10,1.26,30,30,172/sale
173,Formula Dé,1997,0,2,10,5,5,3,10,10,1.96,120,120,173/formula-de
175,What the Heck?,1988,0,2,5,5,5,3,5,7,1.17,20,20,175/what-heck
176,Give Me the Brain!,1996,0,3,8,4,4,3,6,10,1.27,15,15,176/give-me-brain
177,Advanced Civilization,1991,1,2,8,6,8,4,8,12,3.66,360,480,177/advanced-civilization
178,Mole Hill,1997,0,2,2,2,2,2,2,8,1.72,15,15,178/mole-hill
179,Nuba,1995,0,2,2,2,2,2,2,12,2.0,10,10,179/nuba
180,Pool Position,1999,0,2,5,0,0,4,5,10,1.73,30,30,180/pool-position
181,Risk,1959,0,2,6,4,4,3,6,10,2.08,120,120,181/risk
182,Knights of Charlemagne,1995,0,2,4,3,3,2,4,8,1.42,30,30,182/knights-charlemagne
183,Stonehenge,1994,0,2,2,2,2,2,2,10,1.86,15,15,183/stonehenge
185,Devil Bunny Needs a Ham,1998,0,2,5,4,4,3,5,8,1.17,30,30,185/devil-bunny-needs-ham
188,Go,-2200,0,2,2,2,2,2,2,8,3.94,30,180,188/go
189,Die Siedler von Nürnberg,1999,0,3,4,4,4,3,4,10,2.78,90,90,189/die-siedler-von-nurnberg
190,Dolce Vita,1999,0,3,5,0,0,3,5,10,1.69,30,30,190/dolce-vita
192,Nicht die Bohne!,1999,0,3,6,5,6,4,6,10,1.36,45,45,192/nicht-die-bohne
193,Fill or Bust,1981,0,2,10,4,6,2,10,8,1.16,30,30,193/fill-or-bust
194,Groo: The Game,1997,0,2,4,4,4,2,4,10,1.5,45,45,194/groo-game
196,Kremlin,1986,0,3,6,5,6,4,6,12,2.84,75,75,196/kremlin
198,Buried Treasure,1992,0,2,4,3,3,2,4,10,1.57,30,30,198/buried-treasure
199,Manhattan,1994,0,2,4,4,4,3,4,10,1.92,45,45,199/manhattan
200,Entdecker,1996,0,2,4,3,4,2,4,10,2.24,60,60,200/entdecker
201,The Rose King,1992,0,2,4,2,2,2,2,10,1.96,30,30,201/rose-king
202,Targui,1988,0,2,4,4,4,3,4,12,2.38,120,120,202/targui
204,Stephenson's Rocket,1999,0,2,4,4,4,2,4,12,3.06,60,60,204/stephensons-rocket
214,Café International,1989,0,2,4,0,0,2,4,10,1.67,45,60,214/cafe-international
215,Tichu,1991,0,4,4,4,4,4,4,10,2.34,60,60,215/tichu
216,Atlanteon,1992,0,2,2,2,2,2,2,12,2.03,30,30,216/atlanteon
217,A la carte,1989,0,2,4,4,4,2,4,8,1.3,30,30,217/la-carte
218,High-Bid,1963,0,2,4,4,4,3,4,12,1.81,25,25,218/high-bid
220,High Society,1995,0,3,5,4,5,3,5,10,1.5,15,30,220/high-society
221,Ikusa,1986,0,2,5,4,5,3,5,12,2.95,240,360,221/ikusa
222,Space Beans,1999,0,2,6,3,3,2,6,10,1.39,40,40,222/space-beans
223,Expedition,1996,0,2,6,3,3,2,5,10,1.98,90,90,223/expedition
224,History of the World,1991,0,3,6,6,6,4,6,12,2.77,135,270,224/history-world
226,Isi,1999,0,2,2,2,2,2,2,12,0.0,30,30,226/isi
227,Knightmare Chess,1994,1,2,2,2,2,2,2,10,2.59,60,60,227/knightmare-chess
228,Lunch Money,1996,0,2,4,4,4,3,4,13,1.51,20,20,228/lunch-money
229,King of the Elves,1999,0,2,6,4,4,2,4,10,2.02,60,60,229/king-elves
230,Merchant of Venus,1988,0,1,6,0,0,2,5,12,2.84,180,180,230/merchant-venus
231,Geronimo,1995,0,1,5,5,5,1,1,12,3.19,480,480,231/geronimo
232,Serenissima,1996,0,2,4,4,4,3,4,12,3.04,120,120,232/serenissima
234,Hannibal: Rome vs. Carthage,1996,0,2,2,2,2,2,2,12,3.45,40,200,234/hannibal-rome-vs-carthage
235,Blackbeard,1991,0,1,4,0,0,1,4,12,3.19,120,240,235/blackbeard
237,Wooden Ships & Iron Men,1974,0,2,2,2,2,2,2,12,3.11,60,60,237/wooden-ships-iron-men
239,"Wagram: The Peace of Vienna, 5-6 July 1809",1975,0,2,2,2,2,1,2,12,2.15,90,90,239/wagram-peace-vienna-5-6-july-1809
240,Britannia,1986,0,3,5,4,4,4,4,12,3.16,180,300,240/britannia
241,Age of Exploration,1994,0,1,6,0,0,1,3,14,3.06,180,180,241/age-exploration
242,Junta,1978,0,2,7,7,7,5,7,16,2.87,240,240,242/junta
243,Advanced Squad Leader,1985,0,2,2,2,2,1,2,14,4.73,120,480,243/advanced-squad-leader
244,Circus Maximus,1979,0,2,10,4,4,4,9,12,2.65,120,120,244/circus-maximus
247,Gloria Picktoria,1996,0,2,5,4,4,3,5,10,1.48,45,45,247/gloria-picktoria
248,Blood Royale,1987,0,3,5,5,5,4,5,12,3.32,240,240,248/blood-royale
249,Lifeboats,1993,0,3,6,6,6,5,6,12,1.79,90,90,249/lifeboats
250,Colonial Diplomacy,1994,0,2,7,7,7,6,7,12,2.82,360,360,250/colonial-diplomacy
252,The Battle of Borodino: Napoleon in Russia 1812,1972,0,2,2,2,2,1,2,12,2.1,180,180,252/battle-borodino-napoleon-russia-1812
254,Empires in Arms,1983,0,2,7,7,7,5,7,14,4.41,120,12000,254/empires-arms
255,Jena-Auerstadt: The Battle for Prussia,1975,0,2,2,2,2,1,2,12,2.1,150,150,255/jena-auerstadt-battle-prussia
256,Mississippi Queen,1997,0,3,5,4,5,3,5,10,1.69,45,45,256/mississippi-queen
257,Kill Doctor Lucky,1996,0,3,8,5,5,3,6,12,1.65,45,45,257/kill-doctor-lucky
258,Fluxx,1997,0,2,6,4,4,2,6,8,1.39,5,30,258/fluxx
259,Atlantic Storm,1997,0,2,6,5,6,4,6,10,2.05,60,60,259/atlantic-storm
260,Starship Troopers: Prepare For Battle!,1997,0,2,4,2,2,2,2,10,2.04,45,60,260/starship-troopers-prepare-battle
261,Olympia 2000 (v. Chr.),1994,0,2,5,4,4,2,5,9,1.38,30,30,261/olympia-2000-v-chr
263,Manitou,1997,0,2,4,0,0,2,4,12,1.97,45,45,263/manitou
264,Enemy in Sight,1988,0,2,8,3,4,2,7,10,1.69,120,120,264/enemy-sight
265,Intrigue,1994,0,3,5,5,5,4,5,14,1.94,45,45,265/intrigue
267,Tycoon,1998,0,2,4,4,4,3,4,10,2.65,90,90,267/tycoon
270,Svea Rike,1996,0,2,5,4,5,3,5,12,2.47,90,120,270/svea-rike
271,It's Mine!,1998,0,3,5,0,0,3,5,7,1.07,30,30,271/its-mine
273,Africa 1880,1997,0,3,6,6,6,5,6,14,2.6,120,120,273/africa-1880
274,Guerilla,1994,0,3,6,3,3,3,3,10,2.63,60,60,274/guerilla
276,La Guerre de l'Empereur,1997,0,2,7,4,7,1,7,12,3.38,240,240,276/la-guerre-de-lempereur
277,Res Publica,1991,0,3,5,0,0,3,5,10,1.7,30,60,277/res-publica
278,Catan Card Game,1996,0,2,2,2,2,2,2,10,2.45,60,120,278/catan-card-game
279,The Very Clever Pipe Game,1996,0,2,4,2,2,2,2,10,1.58,20,20,279/very-clever-pipe-game
282,Vikingatid,1997,0,2,6,4,4,3,5,12,3.3,300,300,282/vikingatid
283,Advanced Third Reich,1992,0,2,6,2,2,2,4,12,4.53,2480,2480,283/advanced-third-reich
284,Lords of the Sierra Madre (Second Edition),1995,0,2,8,5,5,4,6,14,3.45,240,240,284/lords-sierra-madre-second-edition
286,Machiavelli,1977,0,4,8,6,8,4,8,12,3.21,480,480,286/machiavelli
287,Bazaar,1967,0,2,6,3,3,2,5,8,2.04,45,45,287/bazaar
288,Rossyïa 1917,1995,0,2,5,0,0,0,0,0,4.0,300,300,288/rossyia-1917
289,Chariot Lords,1999,0,3,4,4,4,4,4,12,2.79,360,360,289/chariot-lords
290,Gold Digger,1990,0,2,5,5,5,3,5,7,1.19,20,20,290/gold-digger
292,Attacke,1993,0,3,5,4,4,3,5,8,1.46,30,30,292/attacke
293,Bamboleo,1996,0,2,7,4,4,2,7,6,1.2,30,30,293/bamboleo
295,Europa 1945-2030,1998,0,3,6,5,5,4,5,12,2.63,120,120,295/europa-1945-2030
296,Medieval Merchant,1998,0,2,6,6,6,3,6,12,3.09,60,90,296/medieval-merchant
298,Lang lebe der König!,1997,0,3,5,3,4,3,4,10,2.0,60,60,298/lang-lebe-der-konig
299,De Bellis Antiquitatis: Quick Play Wargame Rules with Army Lists for Ancient and Medieval Battles,1990,0,2,6,2,2,2,2,14,2.84,60,60,299/de-bellis-antiquitatis-quick-play-wargame-rules-ar
300,Tutankhamen,1993,0,2,6,3,4,2,5,8,1.58,30,30,300/tutankhamen
301,Campanile,1996,0,2,5,4,4,2,5,10,1.68,30,30,301/campanile
302,Forum Romanum,1988,0,2,6,4,5,3,6,10,2.38,45,45,302/forum-romanum
305,Der Fliegende Holländer,1992,0,3,6,5,5,3,6,12,2.48,60,60,305/der-fliegende-hollander
306,Die Siedler von Catan: Historische Szenarien,1998,1,3,4,4,4,3,4,10,2.53,90,90,306/die-siedler-von-catan-historische-szenarien
308,Santa Fe,1992,0,2,5,3,4,2,5,10,2.21,70,70,308/santa-fe
309,Arabana-Ikibiti,1997,0,2,2,2,2,2,2,8,1.88,20,20,309/arabana-ikibiti
310,Wizard's Quest,1979,0,2,6,4,4,3,6,12,2.26,180,180,310/wizards-quest
311,Time Agent,1992,0,2,6,6,6,3,6,12,3.46,180,360,311/time-agent
312,Landlord!,1992,0,2,6,4,5,3,6,10,1.5,10,10,312/landlord
313,Big Boss,1994,0,2,6,4,4,3,6,10,2.41,90,90,313/big-boss
314,Highlanders,1993,0,3,5,4,5,4,5,12,2.06,90,90,314/highlanders
315,Bagh Chal,1000,0,2,2,2,2,2,2,8,2.42,20,20,315/bagh-chal
316,Chase,1985,0,2,2,2,2,2,2,10,2.66,45,45,316/chase
319,Top It,1997,0,2,4,0,0,2,4,10,1.8,20,20,319/top-it
320,Scrabble,1948,0,2,4,2,2,2,4,10,2.08,90,90,320/scrabble
321,The Mole in the Hole,1995,0,2,4,3,4,2,4,8,1.29,30,30,321/mole-hole
322,Tonga Bonga,1998,0,3,4,4,4,4,4,10,1.68,45,45,322/tonga-bonga
323,Anno 1452,1999,0,2,4,4,4,3,4,12,2.94,90,90,323/anno-1452
325,Catan: Seafarers,1997,1,3,4,4,4,3,4,10,2.4,90,90,325/catan-seafarers
327,LoopinLouie,1992,0,2,4,4,4,2,2,4,1.05,10,10,327/loopin-louie
328,Damn the Torpedoes!,1995,0,2,6,4,4,3,5,12,1.33,120,120,328/damn-torpedoes
329,Russian Front,1985,0,2,2,2,2,1,2,12,3.31,1200,1200,329/russian-front
330,Block Mania,1987,0,2,2,3,0,0,0,14,0.0,120,180,330/block-mania
333,Waterworks,1972,0,2,5,3,4,2,4,8,1.21,30,30,333/waterworks
334,Advance to Boardwalk,1985,0,2,4,4,4,2,4,8,1.55,60,60,334/advance-boardwalk
335,Breakthru,1965,0,2,2,2,2,2,2,10,2.0,15,15,335/breakthru
336,Jumpin,1964,0,2,2,2,2,2,2,8,1.62,15,15,336/jumpin
337,Circus Flohcati,1998,0,2,5,4,4,2,5,6,1.22,15,15,337/circus-flohcati
338,Bargain Hunter,1998,0,3,4,3,3,3,4,10,1.88,45,45,338/bargain-hunter
339,Quiddler,1998,0,1,8,0,0,2,6,8,1.43,30,30,339/quiddler
340,Frank's Zoo,1999,0,3,7,4,6,4,7,10,1.53,60,60,340/franks-zoo
342,Hong Kong,1999,0,2,2,2,2,2,2,8,2.11,15,15,342/hong-kong
344,Members Only,1996,0,3,5,4,4,3,5,10,2.0,60,60,344/members-only
348,Merchants of the Middle Ages,1999,0,2,4,4,4,3,4,10,3.01,120,120,348/merchants-middle-ages
349,Halunken & Spelunken,1997,0,3,4,4,4,3,4,10,1.52,30,30,349/halunken-spelunken
350,Hattrick,1995,0,4,6,5,5,5,6,10,1.61,30,30,350/hattrick
353,Inkognito: The Card Game,1997,0,3,5,4,4,4,5,10,1.66,30,30,353/inkognito-card-game
354,Stick 'Em,1993,0,3,8,3,4,3,6,10,1.92,30,60,354/stick-em
355,Das letzte Paradies,1993,0,3,5,3,4,3,5,12,1.86,30,30,355/das-letzte-paradies
356,Ab die Post!,1996,0,3,6,4,4,3,6,8,1.33,45,45,356/ab-die-post
357,Excape,1998,0,2,6,5,5,3,6,8,1.14,30,30,357/excape
359,Bucket Brigade,1998,0,3,5,4,5,3,5,7,1.28,30,30,359/bucket-brigade
361,Hare & Tortoise,1973,0,2,6,4,5,3,6,8,1.94,45,45,361/hare-tortoise
363,Cat Blues,1998,0,2,6,3,3,2,4,10,1.43,30,30,363/cat-blues
364,Samarkand,1980,0,2,5,0,0,2,5,9,1.95,40,40,364/samarkand
366,Viva Pamplona!,1992,0,2,6,6,6,4,6,8,1.38,45,45,366/viva-pamplona
368,Relationship Tightrope,1999,0,3,5,3,3,3,5,8,1.34,30,30,368/relationship-tightrope
369,5ive Straight,1958,0,2,9,3,3,2,4,7,1.7,20,20,369/5ive-straight
370,El Grande: König & Intrigant,1997,1,2,5,5,5,4,5,12,3.08,90,90,370/el-grande-konig-intrigant
371,Mystery Rummy: Murders in the Rue Morgue,1999,0,2,4,2,2,2,4,8,1.71,20,40,371/mystery-rummy-murders-rue-morgue
372,Schotten Totten,1999,0,2,2,2,2,2,2,8,1.73,20,20,372/schotten-totten
375,6 Billion,1999,0,2,5,4,5,4,5,12,2.69,120,120,375/6-billion
376,DruidenWalzer,1999,0,2,2,2,2,2,2,12,2.39,45,45,376/druidenwalzer
378,Lancashire Railways,1998,0,3,6,3,3,3,4,12,3.14,120,120,378/lancashire-railways
379,Express,1990,0,2,6,4,4,3,5,8,1.68,60,60,379/express
382,Heimlich & Co.,1984,0,2,7,0,0,3,7,8,1.49,30,30,382/heimlich-co
383,Turf Horse Racing,1995,0,3,6,5,6,3,6,10,1.8,60,60,383/turf-horse-racing
384,TurfMaster,1998,0,2,8,6,8,3,8,10,1.96,75,75,384/turfmaster
386,Pirateer,1978,0,2,4,4,4,2,4,8,1.48,15,15,386/pirateer
387,Corruption,2000,0,3,7,4,4,3,7,10,1.83,45,45,387/corruption
388,Finale,1998,0,2,2,2,2,2,2,12,1.86,30,30,388/finale
392,Brawl,1999,0,2,7,2,2,2,2,10,1.37,15,15,392/brawl
393,Dinosaurs of the Lost World,1987,0,1,4,2,2,1,3,8,1.89,90,90,393/dinosaurs-lost-world
394,Kahuna,1998,0,2,2,2,2,2,2,10,2.05,30,40,394/kahuna
397,Diskwars,1999,0,2,8,2,2,2,4,10,2.4,90,90,397/diskwars
398,Wildlife Safari,1994,0,2,5,4,4,3,5,7,1.29,20,30,398/wildlife-safari
399,Tom Clancy's Politika,1997,0,2,8,0,0,3,6,12,2.74,90,90,399/tom-clancys-politika
403,Elk Fest,1999,0,2,2,2,2,2,2,8,1.05,15,15,403/elk-fest
404,Worm Up!,1994,0,3,5,4,5,4,5,7,1.1,15,20,404/worm
408,Zoon,1999,0,2,2,2,2,2,2,8,1.57,30,30,408/zoon
414,Around the World in 80 Days,1986,0,2,6,3,4,2,4,10,1.64,60,60,414/around-world-80-days
416,A to Z,1992,0,2,4,4,4,2,4,9,1.5,30,30,416/z
417,Edison & Co.,1998,0,2,4,4,4,4,4,12,2.03,45,45,417/edison-co
420,Rail Baron,1977,0,3,6,3,4,3,6,10,2.26,240,240,420/rail-baron
421,1830: Railways & Robber Barons,1986,0,2,7,4,5,3,6,14,4.16,180,360,421/1830-railways-robber-barons
422,1835,1990,0,3,7,0,0,3,6,16,3.99,360,360,422/1835
423,1856: Railroading in Upper Canada from 1856,1995,0,3,6,4,4,3,6,14,4.25,300,300,423/1856-railroading-upper-canada-1856
424,1870: Railroading across the Trans Mississippi from 1870,1992,0,2,6,4,5,3,6,14,4.18,360,360,424/1870-railroading-across-trans-mississippi-1870
425,Thunder's Edge,1999,0,3,5,5,5,3,5,12,3.13,180,300,425/thunders-edge
426,The Battle of the Bulge,1981,0,2,2,2,2,1,2,12,2.91,120,120,426/battle-bulge
427,Grass,1980,0,2,6,4,5,3,6,18,1.56,60,60,427/grass
431,Alhambra: The Card Game,1992,0,2,6,3,4,2,6,10,1.72,45,45,431/alhambra-card-game
432,6 nimmt!,1994,0,2,10,5,6,3,10,8,1.2,45,45,432/6-nimmt
433,Shark,1987,0,2,6,4,4,3,5,12,2.21,90,90,433/shark
434,Yucata',1996,0,2,4,2,2,2,4,9,1.71,30,30,434/yucata
436,Canyon,1997,0,3,6,5,6,3,6,10,1.58,45,45,436/canyon
437,Master Labyrinth,1991,0,2,4,3,3,2,4,10,1.79,20,30,437/master-labyrinth
438,Scotland Yard,1983,0,3,6,0,0,2,6,10,1.95,45,45,438/scotland-yard
441,Filthy Rich,1998,0,2,5,3,3,2,5,14,1.9,60,60,441/filthy-rich
442,Um Reifenbreite,1979,0,2,4,4,4,3,4,8,1.96,60,90,442/um-reifenbreite
443,Code 777,1985,0,2,5,4,4,3,5,10,2.32,60,60,443/code-777
444,Escape from the Hidden Castle,1989,0,2,8,5,5,2,8,8,1.14,30,30,444/escape-hidden-castle
449,The Great Balloon Race,1991,0,2,8,0,0,3,8,7,1.35,30,30,449/great-balloon-race
453,La Isla Bohnitâ,1998,1,2,7,4,4,3,5,12,2.0,90,90,453/la-isla-bohnita
454,Tante Tarantel,1991,0,3,5,3,4,3,5,10,1.21,30,30,454/tante-tarantel
455,Am Fuß des Kilimandscharo,1995,0,2,4,4,4,2,4,7,1.2,45,45,455/am-fuss-des-kilimandscharo
459,Ausgebremst,1993,0,3,6,5,6,3,6,10,1.59,45,45,459/ausgebremst
460,Railway Rivals,1979,0,2,6,3,3,3,6,10,2.33,90,90,460/railway-rivals
461,Freibeuter,1998,0,2,4,3,3,3,4,9,1.85,30,45,461/freibeuter
463,Magic: The Gathering,1993,0,2,2,2,2,2,2,13,3.23,20,20,463/magic-gathering
464,Billabong,1992,0,2,4,3,4,2,4,10,1.91,30,30,464/billabong
466,Inkognito,1988,0,3,5,4,4,4,4,10,2.16,90,90,466/inkognito
467,Bohnanza Erweiterungs-Set,1997,1,3,7,4,5,3,7,12,1.62,45,45,467/bohnanza-erweiterungs-set
469,In Teufels Küche,1993,0,2,4,4,4,3,4,10,1.09,60,60,469/teufels-kuche
472,DungeonQuest,1985,0,1,4,4,4,1,4,10,1.93,20,60,472/dungeonquest
474,Cold War,1984,0,4,4,4,4,4,4,12,2.87,180,180,474/cold-war
475,Taj Mahal,2000,0,2,5,4,4,3,5,12,2.99,45,90,475/taj-mahal
476,Mr. President,1967,0,2,4,0,0,2,2,12,2.17,60,60,476/mr-president
478,Citadels,2000,0,2,8,5,5,2,7,10,2.05,20,60,478/citadels
480,Age of Arguments,1998,0,4,4,3,4,1,4,0,2.5,120,120,480/age-arguments
481,Carolus Magnus,2000,0,2,4,3,3,2,4,12,2.58,60,60,481/carolus-magnus
483,Diplomacy,1959,0,2,7,7,7,6,7,12,3.35,360,360,483/diplomacy
484,Stratego Legends,1999,0,2,8,2,2,2,2,8,2.26,60,60,484/stratego-legends
486,Barnyard Buddies,1996,0,2,8,4,4,2,8,4,1.03,15,15,486/barnyard-buddies
487,Power,1981,0,2,4,4,4,3,4,10,2.64,30,30,487/power
490,Warangel,2000,0,2,6,2,2,2,4,12,2.51,60,60,490/warangel
491,Web of Power,2000,0,3,5,3,3,3,5,12,2.44,50,60,491/web-power
492,Aladdin's Dragons,2000,0,3,5,5,5,3,5,10,2.47,60,90,492/aladdins-dragons
494,Ave Caesar,1989,0,2,6,5,6,4,6,12,1.36,30,30,494/ave-caesar
497,Vampire,2000,0,3,5,4,4,3,5,10,1.34,30,30,497/vampire
503,Through the Desert,1998,0,2,5,3,3,2,5,10,2.2,45,45,503/through-desert
506,The Big Cheese,1998,0,3,6,4,4,3,6,10,1.35,30,30,506/big-cheese
507,Cartel,1973,0,2,4,4,4,3,4,10,2.25,90,90,507/cartel
508,Blue Max,1983,0,2,6,4,4,2,6,13,2.27,60,60,508/blue-max
509,The Reef,2000,0,2,2,2,2,2,2,10,1.62,60,60,509/reef
511,Silverton,1991,0,1,6,4,4,1,4,12,3.25,180,180,511/silverton
514,True Colors,1989,0,3,6,6,6,4,6,18,1.15,30,30,514/true-colors
515,6-Tage Rennen,1986,0,3,8,8,8,5,8,8,1.76,60,60,515/6-tage-rennen
520,Axis & Allies: Europe,1999,0,2,4,2,2,2,4,12,2.84,210,210,520/axis-allies-europe
521,Crokinole,1876,0,2,4,2,2,2,2,8,1.25,30,30,521/crokinole
524,Desperados,1980,0,2,4,4,4,4,4,8,1.47,30,30,524/desperados
